Date,Close
2025-08-15,1334.300048828125
2025-08-22,1355.4000244140625
2025-08-29,1365.699951171875
2025-09-05,1381.699951171875
2025-09-12,1407.300048828125
2025-09-19,1414.300048828125
2025-09-26,1582.699951171875
2025-10-03,1619.300048828125
2025-10-10,1600.699951171875
2025-10-17,1602.300048828125
2025-10-21,0.0
2025-10-24,1634.9000244140625
